name;link;salary_min;salary_max;salary_currency
SRE/DevOps Engineer;https://spb.hh.ru/vacancy/50755788?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Head of Data Analyst;https://spb.hh.ru/vacancy/50361304?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA инженер (backend);https://spb.hh.ru/vacancy/50764176?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer (senior);https://spb.hh.ru/vacancy/49467674?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA Automation Engineer;https://spb.hh.ru/vacancy/50516215?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA-специалист/Тестировщик;https://spb.hh.ru/vacancy/49985008?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior QA automation Python/Ведущий инженер по автоматизированному тестированию;https://spb.hh.ru/vacancy/47358973?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Backend Developer;https://spb.hh.ru/vacancy/50503349?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;130000.0;200000.0;руб.
Python-разработчик;https://spb.hh.ru/vacancy/49691881?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик;https://spb.hh.ru/vacancy/50534237?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;60000.0;200000.0;руб.
DevOps Engineer;https://spb.hh.ru/vacancy/49052240?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;2000.0;;EUR
Системний адміністратор Linux;https://spb.hh.ru/vacancy/50667201?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle Python Automation QA Engineer;https://spb.hh.ru/vacancy/50343588?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Machine Learning Engineer;https://spb.hh.ru/vacancy/50097007?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Scientist;https://spb.hh.ru/vacancy/50303814?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;230000.0;руб.
Разработчик Low-code;https://spb.hh.ru/vacancy/50430811?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Low-code;https://spb.hh.ru/vacancy/50465780?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python-developer;https://spb.hh.ru/vacancy/50616535?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;2000.0;4500.0;EUR
Data Scientist;https://spb.hh.ru/vacancy/50638799?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Удаленный стажер аналитик (nlp, анализ данных, data science, data engineer, ml engineer);https://spb.hh.ru/vacancy/50502913?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior python developer;https://spb.hh.ru/vacancy/50583646?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior/Lead Data Engineer (Data Platform);https://spb.hh.ru/vacancy/50227979?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;270000.0;;руб.
Senior Software Engineer (Python, Go) at Orca Security;https://spb.hh.ru/vacancy/50071136?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Специалист по автотестированию (Python);https://spb.hh.ru/vacancy/49748711?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
DevOps Big Data (Hadoop);https://spb.hh.ru/vacancy/50629851?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python / Django разработчик;https://spb.hh.ru/vacancy/50498978?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;80000.0;120000.0;руб.
Python разработчик;https://spb.hh.ru/vacancy/50575935?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data scientist (computer vision);https://spb.hh.ru/vacancy/50571106?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;;руб.
Python developer (remote);https://spb.hh.ru/vacancy/50507025?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer Senior/Middle;https://spb.hh.ru/vacancy/50519396?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;3000.0;5000.0;USD
Senior Data Engineer (Limassol);https://spb.hh.ru/vacancy/50454024?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Engineer (SQL);https://spb.hh.ru/vacancy/49928293?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Junior DevOps Engineer (Azure);https://spb.hh.ru/vacancy/50378774?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Engineer (Infrastructure);https://spb.hh.ru/vacancy/48220383?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior python developer;https://spb.hh.ru/vacancy/50583641?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior QA Engineer Python (remote) / инженер по автоматизации тестирования;https://spb.hh.ru/vacancy/50311528?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Full stack developer (Python/JS);https://spb.hh.ru/vacancy/50543443?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;350000.0;руб.
Go-разработчик в команду облачного хранилища;https://spb.hh.ru/vacancy/49754703?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Engineer, Apps Platform;https://spb.hh.ru/vacancy/50120018?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Инженер по автоматизированному тестированию ПО;https://spb.hh.ru/vacancy/50167762?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Главный разработчик Python;https://spb.hh.ru/vacancy/50610357?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer;https://spb.hh.ru/vacancy/50185153?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA Team Lead/QA Senior engineer;https://spb.hh.ru/vacancy/50345092?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;100000.0;;руб.
Full-Stack Developer (Python);https://spb.hh.ru/vacancy/49578525?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python developer;https://spb.hh.ru/vacancy/49035142?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Аналитик данных Python;https://spb.hh.ru/vacancy/50476777?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data engineer;https://spb.hh.ru/vacancy/50655115?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA-инженер;https://spb.hh.ru/vacancy/49320726?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;120000.0;;руб.
Python разработчик;https://spb.hh.ru/vacancy/50575938?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик (DataUnicorn.Al team);https://spb.hh.ru/vacancy/47405381?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Developer;https://spb.hh.ru/vacancy/49726874?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Developer;https://spb.hh.ru/vacancy/49681269?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;350000.0;руб.
Automation QA Specialist;https://spb.hh.ru/vacancy/46021825?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer / Deep-Learner;https://spb.hh.ru/vacancy/50548916?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Software Engineer in Test/QA Automation Engineer;https://spb.hh.ru/vacancy/50715115?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;250000.0;руб.
Senior Python developer;https://spb.hh.ru/vacancy/50062817?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;450000.0;руб.
Python разработчик (удаленно);https://spb.hh.ru/vacancy/50529656?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
DevOps Engineer;https://spb.hh.ru/vacancy/50639567?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Backend Python Developer (Junior);https://spb.hh.ru/vacancy/50513376?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик сопровождения витрин данных (Python);https://spb.hh.ru/vacancy/50616610?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Automation QA Engineer (Python);https://spb.hh.ru/vacancy/50343749?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python backend разработчик (Django);https://spb.hh.ru/vacancy/49649299?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Developer for Ciklum Digital (TUI);https://spb.hh.ru/vacancy/50755635?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer (Flask/Tornado);https://spb.hh.ru/vacancy/49191710?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Team Lead (Python, Go) at Orca Security;https://spb.hh.ru/vacancy/50071161?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Старший Python-разработчик (Маруся);https://spb.hh.ru/vacancy/50582428?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Automation QA Engineer (Python);https://spb.hh.ru/vacancy/50343752?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python-разработчик в Цифровые поверхности Салют (SmartApps);https://spb.hh.ru/vacancy/41096400?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист Python;https://spb.hh.ru/vacancy/50563145?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Стажёр-аналитик данных, Отдел продуктовой аналитики / Сопровождение торговой площадки;https://spb.hh.ru/vacancy/50482634?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Developer;https://spb.hh.ru/vacancy/44878097?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python QA Automation Engineer - from Middle to Lead (Remote);https://spb.hh.ru/vacancy/50554179?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;400000.0;руб.
Data Engineer;https://spb.hh.ru/vacancy/50323148?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;150000.0;руб.
Senior Python Developer;https://spb.hh.ru/vacancy/48815606?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист Python;https://spb.hh.ru/vacancy/50395543?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;115000.0;220000.0;руб.
Data Scientist в области рекомендательных систем;https://spb.hh.ru/vacancy/49429327?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle Big Data Engineer;https://spb.hh.ru/vacancy/50348956?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
C++ Gameplay Developer;https://spb.hh.ru/vacancy/49503443?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python/Golang разработчик;https://spb.hh.ru/vacancy/46362087?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python-разработчик;https://spb.hh.ru/vacancy/49250668?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Big Data Developer;https://spb.hh.ru/vacancy/49978369?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Junior Data Scientist;https://spb.hh.ru/vacancy/47205407?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Junior+ CV/ML developer;https://spb.hh.ru/vacancy/50533416?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Backend Developer;https://spb.hh.ru/vacancy/50504804?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;130000.0;200000.0;руб.
Middle Data Engineer;https://spb.hh.ru/vacancy/50343561?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик хранилищ данных;https://spb.hh.ru/vacancy/49637837?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Backend Developer (Python);https://spb.hh.ru/vacancy/49297969?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data-analyst;https://spb.hh.ru/vacancy/50703397?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Automation QA Engineer (Python);https://spb.hh.ru/vacancy/50343751?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer;https://spb.hh.ru/vacancy/50594154?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист-аналитик;https://spb.hh.ru/vacancy/49951721?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;;KZT
Создатель автоматических тестов на python;https://spb.hh.ru/vacancy/49823638?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Junior BigData developer (Стажер);https://spb.hh.ru/vacancy/50459856?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer Hero Wars Mobile;https://spb.hh.ru/vacancy/49323460?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист Python;https://spb.hh.ru/vacancy/42571241?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;125000.0;225000.0;руб.
DevOps Engineer / SRE (Middle / Senior);https://spb.hh.ru/vacancy/50062706?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle DevOps Engineer;https://spb.hh.ru/vacancy/50361772?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer (SPACE);https://spb.hh.ru/vacancy/48643384?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Big Data Engineer, Ozon Express;https://spb.hh.ru/vacancy/50655161?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data analyst (Middle);https://spb.hh.ru/vacancy/47926612?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;100000.0;;руб.
Разработчик Python/C++ в отдел тестирования (SDET);https://spb.hh.ru/vacancy/47864417?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python AQA Engineer;https://spb.hh.ru/vacancy/50349657?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
FullStack (React + Python) developer;https://spb.hh.ru/vacancy/50312557?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;130000.0;180000.0;руб.
Data Engineer (GKT Team);https://spb.hh.ru/vacancy/49881623?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Технический писатель (Python);https://spb.hh.ru/vacancy/47928304?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;150000.0;руб.
Аналитик данных (Middle);https://spb.hh.ru/vacancy/49093690?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;100000.0;;руб.
Senior Backend (Python) Developer (English);https://spb.hh.ru/vacancy/50188515?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;4000.0;6000.0;EUR
Разработчик (JavaScript, Python);https://spb.hh.ru/vacancy/50457346?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer;https://spb.hh.ru/vacancy/49632753?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior QA Automation Engineer (mobile);https://spb.hh.ru/vacancy/48647068?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;250000.0;руб.
Ведущий разработчик Python;https://spb.hh.ru/vacancy/48679527?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Expert Linux Administrator;https://spb.hh.ru/vacancy/50609812?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Golang developer;https://spb.hh.ru/vacancy/49544761?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Младший Data Engineer;https://spb.hh.ru/vacancy/50575323?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Junior Python Developer;https://spb.hh.ru/vacancy/50370640?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;100000.0;;руб.
Senior Python Developer for KernelCare team [Remote];https://spb.hh.ru/vacancy/49574274?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Младший программист - стажер;https://spb.hh.ru/vacancy/49805852?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;70000.0;руб.
Стажер в направление машинного обучения;https://spb.hh.ru/vacancy/50500812?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python-разработчик в Цифровые поверхности Салют (направление B2B2C);https://spb.hh.ru/vacancy/41032029?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
IT-специалист|Junior Python Developer;https://spb.hh.ru/vacancy/50406246?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик Middle/Senior;https://spb.hh.ru/vacancy/47910596?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;120000.0;200000.0;руб.
Python разработчик (удаленно);https://spb.hh.ru/vacancy/50529659?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Dev;https://spb.hh.ru/vacancy/43600813?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик;https://spb.hh.ru/vacancy/49662291?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;100000.0;;руб.
Data Scientist / Data Analyst (DS Team);https://spb.hh.ru/vacancy/49113776?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;;руб.
Senior Python Developer в международную систему доставки (удаленно);https://spb.hh.ru/vacancy/49579040?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;4000.0;EUR
Разработчик API (Python);https://spb.hh.ru/vacancy/50406075?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;100000.0;200000.0;руб.
Big Data Engineer (Yellow Team);https://spb.hh.ru/vacancy/49218761?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;;руб.
Python Full Stack Developer;https://spb.hh.ru/vacancy/48571444?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer (Ростелеком Ключ);https://spb.hh.ru/vacancy/50486816?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Developer;https://spb.hh.ru/vacancy/50094016?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;230000.0;350000.0;руб.
Разработчик C# (Backend);https://spb.hh.ru/vacancy/50111242?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;120000.0;;руб.
Data Engineer;https://spb.hh.ru/vacancy/48958960?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Computer Vision Developer;https://spb.hh.ru/vacancy/50349269?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Engineer;https://spb.hh.ru/vacancy/44310355?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer;https://spb.hh.ru/vacancy/50498568?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle Python Developer for CloudLinux OS [Remote];https://spb.hh.ru/vacancy/46052495?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer (Middle);https://spb.hh.ru/vacancy/50399790?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer;https://spb.hh.ru/vacancy/37583293?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Главный разработчик (Python);https://spb.hh.ru/vacancy/49746573?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle Data Scientist;https://spb.hh.ru/vacancy/50679017?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Старший инженер по автоматизации тестирования (Python, API) / Ozon Bank;https://spb.hh.ru/vacancy/49905788?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Стажёр-разработчик автоматизированных тестов;https://spb.hh.ru/vacancy/50402049?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Ведущий разработчик/Программист Python (Remote);https://spb.hh.ru/vacancy/49532095?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA Automation/Continuous Integration Engineer- KernelCare [Remote];https://spb.hh.ru/vacancy/49843200?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
DevOps-инженер;https://spb.hh.ru/vacancy/49298355?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик RPA;https://spb.hh.ru/vacancy/49129142?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Учитель информатики/программист;https://spb.hh.ru/vacancy/50394760?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;60000.0;150000.0;KZT
Программист;https://spb.hh.ru/vacancy/50437924?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer;https://spb.hh.ru/vacancy/45559087?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;170000.0;руб.
Senior Python Automation Engineer;https://spb.hh.ru/vacancy/50348952?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Python/GO;https://spb.hh.ru/vacancy/49441096?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик / Инженер со специализацией MLOps/Python (Европейский продукт);https://spb.hh.ru/vacancy/50511229?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Сетевой инженер-разработчик (Python);https://spb.hh.ru/vacancy/50402528?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer;https://spb.hh.ru/vacancy/49830553?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Аналитик данных (Junior);https://spb.hh.ru/vacancy/50497437?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;50000.0;;руб.
Computer Vision Engineer/ Разработчик компьютерного зрения;https://spb.hh.ru/vacancy/50516217?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA Automation (python);https://spb.hh.ru/vacancy/49583956?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;300000.0;руб.
Junior Python разработчик;https://spb.hh.ru/vacancy/50378260?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;60000.0;;руб.
Инженер-программист Python;https://spb.hh.ru/vacancy/50352223?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;80000.0;150000.0;руб.
Разработчик Python;https://spb.hh.ru/vacancy/45607335?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик;https://spb.hh.ru/vacancy/41179197?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle Python разработчик;https://spb.hh.ru/vacancy/50260205?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;220000.0;руб.
Data Science / Machine Learning Engineer;https://spb.hh.ru/vacancy/50586896?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Python;https://spb.hh.ru/vacancy/49356623?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer (Flask);https://spb.hh.ru/vacancy/49694244?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик (Python, Django) junior/middle, удаленно;https://spb.hh.ru/vacancy/50372324?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;180000.0;руб.
Data engineer;https://spb.hh.ru/vacancy/49374044?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Business analyst/Data analyst;https://spb.hh.ru/vacancy/49979570?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Backend Developer;https://spb.hh.ru/vacancy/48486658?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Ведущий Python разработчик (удаленно);https://spb.hh.ru/vacancy/50315685?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;180000.0;300000.0;руб.
Senior Python Engineer, Apps Platform;https://spb.hh.ru/vacancy/50120023?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Удаленный стажер-разработчик (парсинг данных);https://spb.hh.ru/vacancy/50353697?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист-разработчик Python Django;https://spb.hh.ru/vacancy/50501561?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;50000.0;;руб.
Middle Data Engineer;https://spb.hh.ru/vacancy/50343560?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Machine Learning Engineer;https://spb.hh.ru/vacancy/50602021?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Automation QA (Python);https://spb.hh.ru/vacancy/46953830?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Django разработчик;https://spb.hh.ru/vacancy/50398956?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python-разработчик / Middle/Senior/TechLead;https://spb.hh.ru/vacancy/50600312?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Hadoop Devops Engineer;https://spb.hh.ru/vacancy/50754505?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Backend Developer (Python);https://spb.hh.ru/vacancy/50394981?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA Automation/Continuous Integration Engineer- KernelCare [Remote];https://spb.hh.ru/vacancy/49843554?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle python developer;https://spb.hh.ru/vacancy/48668819?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data engineer;https://spb.hh.ru/vacancy/49677432?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;;руб.
QA Automation/Continuous Integration Engineer- KernelCare [Remote];https://spb.hh.ru/vacancy/49842677?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик (senior);https://spb.hh.ru/vacancy/49710801?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA Automation/Continuous Integration Engineer- KernelCare [Remote];https://spb.hh.ru/vacancy/49842903?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle Data Engineer;https://spb.hh.ru/vacancy/50155386?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
"Код-ревьюер на курс ""Python-разработчик""";https://spb.hh.ru/vacancy/50491676?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Специалист-математик (data science);https://spb.hh.ru/vacancy/50528970?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;40000.0;80000.0;руб.
Разработчик Python, VBA, Google Apps;https://spb.hh.ru/vacancy/50371395?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;;руб.
Data Engineer;https://spb.hh.ru/vacancy/46833355?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer/DevOps;https://spb.hh.ru/vacancy/48479694?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python/Go-разработчик в Яндекс.PSP;https://spb.hh.ru/vacancy/50472723?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Стажёр-разработчик, Отдел продуктов и технологий ранжирования поиска;https://spb.hh.ru/vacancy/50472122?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
